PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS
QBL0J48;1015420475;93KK0R1D1DE144416        ;10425282000122;2025-07-22 07:56:13;ERRO - invalid-input-response;2025-07-22 07:56:13;ERRO-captcha
RRS7A98;1325278480;9BWJL45U3PP022421        ;10425282004209;2025-07-22 08:27:20;ERRO - Documento N/ Confere;2025-07-22 08:27:20;ERRO-Doc
RRS7C08;1325280175;9BWJL45U1PP022837        ;10425282004209;2025-07-22 08:30:04;ERRO - Documento N/ Confere;2025-07-22 08:30:04;ERRO-Doc
RRS7C18;1325280361;9BWJL45U6PP022820        ;10425282004209;2025-07-22 08:30:58;ERRO - Documento N/ Confere;2025-07-22 08:30:58;ERRO-Doc
DXH1D78;924276835;9BSP6X4B073606384        ;10425282003652;2025-07-22 08:39:19;ERRO - invalid-input-response;2025-07-22 08:39:19;ERRO-captcha
GFR4088;113320937;9BM979277HB068477        ;10425282004209;2025-07-22 08:59:05;ERRO - Renavam Invalido;2025-07-22 08:59:05;ERRO-Renavam
RRS7C78;1325282151;9BWJL45U9PP022844        ;10425282004209;2025-07-22 09:09:56;ERRO - Documento N/ Confere;2025-07-22 09:09:56;ERRO-Doc
QBI5A28;1102470365;9C2KD1000GR037314        ;10425282003652;2025-07-22 09:26:26;ERRO - invalid-input-response;2025-07-22 09:26:26;ERRO-captcha
QCI6C08;1207919451;9BVRG40D5LE875785        ;10425282003652;2025-07-22 09:44:08;ERRO - Documento N/ Confere;2025-07-22 09:44:08;ERRO-Doc
QCN6618;1216301864;9BG148FK0LC430733        ;7655514000205;2025-07-22 09:45:02;ERRO - Documento N/ Confere;2025-07-22 09:45:02;ERRO-Doc
RAO4J18;1238692750;WV1DB42H9LA020161        ;10425282003229;2025-07-22 09:47:41;ERRO - Documento N/ Confere;2025-07-22 09:47:41;ERRO-Doc
RAO5D38;1238701121;WV1DB42H0LA020310        ;10425282004209;2025-07-22 10:04:51;ERRO - Documento N/ Confere;2025-07-22 10:04:51;ERRO-Doc
RRR5D28;1322242086;9BD281B9JPYX92589        ;10425282004209;2025-07-22 10:34:02;ERRO - Documento N/ Confere;2025-07-22 10:34:02;ERRO-Doc
RRS7C38;1325281066;9BWJL45U8PP022804        ;10425282004209;2025-07-22 10:37:29;ERRO - Documento N/ Confere;2025-07-22 10:37:29;ERRO-Doc
RRS7C98;1325282437;9BWJL45U4PP022931        ;10425282004209;2025-07-22 10:38:25;ERRO - Documento N/ Confere;2025-07-22 10:38:25;ERRO-Doc
DXH2D68;922532915;9BSP6X4B073606279        ;10425282003652;2025-07-22 11:27:07;ERRO - Documento N/ Confere;2025-07-22 11:27:07;ERRO-Doc
DXH2D38;919931294;9BSP6X4B073606326        ;10425282003652;2025-07-22 12:56:41;ERRO - Documento N/ Confere;2025-07-22 12:56:41;ERRO-Doc
MGF9878;0;9A9V1363071AU3130        ;10425282003814;2025-07-22 13:07:23;ERRO - N/ emplacado base local;2025-07-22 13:07:23;ERRO-baseLoc
QCB8058;1130139961;9C2KD1000HR033530        ;10425282004209;2025-07-22 13:15:24;ERRO - Documento N/ Confere;2025-07-22 13:15:24;ERRO-Doc
SGB9D78;0;                         ;10425282006325;2025-07-22 13:16:17;ERRO - N/ emplacado base local;2025-07-22 13:16:17;ERRO-baseLoc
RRN8C18;1302879283;8AJDA3CD7N1826391        ;10425282003814;2025-07-22 13:24:37;ERRO - Documento N/ Confere;2025-07-22 13:24:37;ERRO-Doc
