PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;VALOR_LICENCIAMENTO;ARQUIVO_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS;MULTAS;PRECO_MULTAS;ARQUIVO_MULTAS
RRN3I19;1316630940;97TD0N412N2007568        ;10425282003229;2026-01-09 07:01:42;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1316630940.pdf;2026-01-09 07:01:44;SEM DEBITOS;0;;
SPR0A09;1410102324;9C2KD0820SR007250        ;10425282004209;2026-01-09 07:03:23;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1410102324.pdf;2026-01-09 07:03:25;SEM DEBITOS;0;;
RAV7E89;1270935140;9BVRG40D1ME903177        ;10425282003733;2026-01-09 07:05:08;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1270935140.pdf;2026-01-09 07:05:10;SEM DEBITOS;0;;
RAV9D49;1271021371;9BM958443MB229750        ;10425282003652;2026-01-09 07:06:52;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1271021371.pdf;2026-01-09 07:06:54;SEM DEBITOS;0;;
SPR7J09;1415278331;9BVRT60DXSE613290        ;10425282003490;2026-01-09 07:09:49;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1415278331.pdf;2026-01-09 07:09:33;SEM DEBITOS;0;;
SPR7J59;1415281618;9BVRT60D1SE613112        ;10425282003490;2026-01-09 07:11:38;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1415281618.pdf;2026-01-09 07:11:23;SEM DEBITOS;0;;
SPR7J79;1415282738;9BVRT60D6SE613377        ;10425282003490;2026-01-09 07:13:37;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1415282738.pdf;2026-01-09 07:13:22;SEM DEBITOS;0;;
DQB0H39;974343200;9BSP8X40083628349        ;10425282003652;2026-01-09 07:15:26;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 974343200.pdf;2026-01-09 07:15:28;SEM DEBITOS;0;;
NJM7C99;984909834;94BB084388R009581        ;10425282004705;2026-01-09 07:17:04;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 984909834.pdf;2026-01-09 07:17:06;SEM DEBITOS;0;;
RAL9A99;1214892415;97T0AN663LC007680        ;10425282003652;2026-01-09 07:18:37;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1214892415.pdf;2026-01-09 07:18:39;SEM DEBITOS;0;;
