PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS
SPJ8I98;1399072428;97TZAT663RC000108        ;10425282003490;2025-09-08 07:17:33;QUITADO;2025-09-08 07:17:33;SEM DEBITOS
HRO4248;414046790;1206403734               ;10425282004896;2026-01-08 07:35:56;QUITADO;2026-01-08 07:35:56;SEM DEBITOS
RRR5B58;1322238976;9BD281B9JPYX91596        ;10425282004209;2025-09-08 07:42:27;QUITADO;2025-09-08 07:42:27;SEM DEBITOS
SPJ8F08;1399065308;97TZAD643R2000019        ;10425282003490;2025-09-08 08:56:28;QUITADO;2025-09-08 08:56:28;SEM DEBITOS
RRN8B18;1302875334;8AJDA3CD6N1826415,       ;10425282003733;2026-01-08 11:08:40;QUITADO;2026-01-08 11:08:40;SEM DEBITOS
RRN7I78;1302869334;8AJDA3CD7N1826309        ;10425282004209;2026-01-08 11:21:55;QUITADO;2026-01-08 11:21:55;SEM DEBITOS
RRV2H78;1331423098;9882261RPPKE97459        ;10425282003229;2026-01-08 12:20:54;QUITADO;2026-01-08 12:20:54;SEM DEBITOS
DZX5I98;937757438;9BSP6X4B073609477        ;10425282003652;2026-01-08 12:27:46;QUITADO;2026-01-08 12:27:46;SEM DEBITOS
SWY6F38;1394289780;9BWAG5R16ST000584        ;10425282004209;2026-01-08 14:07:55;QUITADO;2026-01-08 14:07:55;SEM DEBITOS
RRP8E48;1317801510;97TRBD442N2002707        ;10425282003652;2026-01-08 14:41:34;QUITADO;2026-01-08 14:41:34;SEM DEBITOS
RRP8D38;1317799345;97TD0N412N2007571        ;10425282003652;2026-01-08 15:10:58;QUITADO;2026-01-08 15:10:58;SEM DEBITOS
SPM9F48;1403537540;97TZAD643RC000142        ;10425282003652;2025-09-08 13:06:01;QUITADO;2025-09-08 13:06:01;SEM DEBITOS
RRP8D48;1317799493;97T0BN422N2009921        ;10425282003652;2026-01-08 18:03:58;QUITADO;2026-01-08 18:03:58;SEM DEBITOS
