PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;VALOR_LICENCIAMENTO;ARQUIVO_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS;MULTAS;PRECO_MULTAS;ARQUIVO_MULTAS
QCD9G70;1173046230;9BVRG40D3KE861775        ;10425282003229;2025-10-10 07:19:31;A PAGAR;197.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1173046230.pdf;2025-10-10 07:19:31;SEM DEBITOS;0;468.55;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1173046230.pdf
JZL1360;128107952;9BM345305HB749690        ;10425282004705;2025-10-10 08:13:12;A PAGAR;417.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 128107952.pdf;2025-10-10 08:13:12;SEM DEBITOS;0;417.39;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 128107952.pdf
SPC1F80;1361814370;8AJKA3CD1R3119191        ;10425282003229;2025-10-10 09:05:06;A PAGAR;134.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1361814370.pdf;2025-10-10 09:05:06;SEM DEBITOS;0;134.37;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1361814370.pdf
SPC1G20;1361815032;8AJKA3CD9R3119147        ;10425282003229;2025-10-10 09:06:05;QUITADO;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1361815032.pdf;2025-08-09 12:20:11;A PAGAR;1;156.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1361815032.pdf
SPC1G50;1361815512;8AJKA3CD9R3119178        ;10425282003229;2025-10-10 09:07:22;A PAGAR;131.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1361815512.pdf;2025-10-10 09:07:22;SEM DEBITOS;0;443.85;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1361815512.pdf
SPM3E10;1401203040;9BVRT60D7RE607282        ;10425282003229;2025-10-10 09:15:31;A PAGAR;197.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1401203040.pdf;2025-10-10 09:15:31;SEM DEBITOS;0;156.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1401203040.pdf
QCD9H40;1173047287;9BVRG40D9KE861777        ;10425282003490;2025-10-10 09:41:32;QUITADO;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1173047287.pdf;2025-08-09 13:02:40;A PAGAR;1;104.13;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1173047287.pdf
RAU8B10;1277960396;9BVRG40D3ME907386        ;10425282003229;2025-10-10 09:53:34;A PAGAR;197.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1277960396.pdf;2025-10-10 09:53:34;SEM DEBITOS;0;197.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1277960396.pdf
RAX2B90;1279696807;9BVRG40D6ME907779        ;10425282004624;2025-10-10 09:55:45;A PAGAR;197.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1279696807.pdf;2025-10-10 09:55:45;SEM DEBITOS;0;197.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1279696807.pdf
RRR9B10;1327997123;WV1DA22H4PA004253        ;10425282004209;2025-10-10 10:03:47;QUITADO;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1327997123.pdf;2025-08-09 13:51:11;A PAGAR;1;104.13;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1327997123.pdf
SPC1H20;1361816128;8AJKA3CD7R3119163        ;10425282003229;2025-10-10 10:08:39;A PAGAR;407.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1361816128.pdf;2025-10-10 10:08:39;SEM DEBITOS;0;407.04;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1361816128.pdf
