PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;VALOR_LICENCIAMENTO;ARQUIVO_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS;MULTAS;PRECO_MULTAS;ARQUIVO_MULTAS
SPP2A68;1406469111;9A92C1440SCAD9099        ;10425282003229;2025-04-24 18:03:20;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1406469111.pdf;;;;;
QBQ1778;1028238611;95PGA19FPCB000613        ;10425282000122;2025-04-24 08:18:25;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1028238611.pdf;;;;;
SPJ9C98;1399083314;97TZAD643R2000015        ;10425282003490;2025-04-24 20:12:09;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1399083314.pdf;;;;;
RRS5A48;1325134136;9BWJL45U5PP022808        ;10425282004209;2025-04-24 23:54:04;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1325134136.pdf;;;;;
SPJ5E28;1398952130;97TZAD643R2000008        ;10425282003490;2025-04-24 21:46:47;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1398952130.pdf;;;;;
RRP8H58;1317817556;97TRBD442N2002710        ;10425282003652;2025-04-25 00:47:30;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1317817556.pdf;;;;;
OAT5208;409692620;9A9BA2533CCDJ5595        ;10425282000122;2025-04-24 14:36:40;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 409692620.pdf;;;;;
RRP8A88;1317796486;97T0BN422N2009927        ;10425282003490;2025-04-25 01:31:54;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1317796486.pdf;;;;;
SPJ8I48;1399070913;97TZAD643R2000021        ;10425282003490;2025-04-24 20:43:47;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1399070913.pdf;;;;;
SPJ8F08;1399065308;97TZAD643R2000019        ;10425282003490;2025-04-24 20:56:22;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1399065308.pdf;;;;;
QCY0J68;1168670710;9BM958174JB112744        ;10425282006325;2025-04-24 10:50:53;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1168670710.pdf;;;;;
SPI6B58;1398607280;9BVRT60D8RE605854        ;10425282003652;2025-04-24 22:31:37;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1398607280.pdf;;;;;
SPJ8H48;1399069540;97TZAT663R2000010        ;10425282003490;2025-04-24 20:45:52;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1399069540.pdf;;;;;
OAT5378;409771465;9A9BA2533CCDJ5589        ;10425282000122;2025-04-24 14:29:44;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 409771465.pdf;;;;;
RRS5A18;1325132699;9BWJL45U4PP021231        ;10425282004209;2025-04-24 23:58:22;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1325132699.pdf;;;;;
SWG0I18;1368485682;9C2KD0810RR032337        ;10425282004209;2025-04-24 22:40:02;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1368485682.pdf;;;;;
SPM9E68;1403535989;97TZAD643RC000138        ;10425282003652;2025-04-24 18:34:47;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1403535989.pdf;;;;;
SPR1F18;1407937950;9BD341ACSSY997185        ;10425282004209;2025-04-24 17:38:19;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1407937950.pdf;;;;;
AUJ1868;343334895;9BWB952P96R601665        ;10425282004896;2025-04-24 14:45:53;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 343334895.pdf;;;;;
AIW4438;522122230;34401312638843           ;10425282004896;2025-04-24 13:44:54;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 522122230.pdf;;;;;
JYF5918;638815088;9ARD09630SS036494        ;15009178000170;2025-04-24 12:41:44;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 638815088.pdf;;;;;
ABK2248;769670660;9BM3840731B282329        ;10425282003490;2025-04-24 12:05:25;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 769670660.pdf;;;;;
RRP8D08;1317799043;97T0BN422N2009928        ;10425282003490;2025-04-25 01:15:05;A PAGAR;189.34;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1317799043.pdf;;;;;
