PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS
QCG4G96;1198221515;97T0AN663KC007074        ;10425282004705;2025-10-09 08:13:25;QUITADO;2025-10-09 08:13:25;SEM DEBITOS
QCG4H96;1198226436;97T0AN663KC007080        ;10425282004705;2025-10-09 08:14:26;QUITADO;2025-09-06 07:02:35;SEM DEBITOS
QCG4J66;1198232509;97T0AN663KC006931        ;10425282004705;2025-10-09 08:15:38;QUITADO;2025-10-09 08:15:38;SEM DEBITOS
QCW5316;1161395200;93ZA1RGH0G8929871        ;10425282004209;2025-10-09 08:17:55;QUITADO;2025-10-09 08:17:55;SEM DEBITOS
QCY7I96;1162247450;93KP0R1C3KE161949        ;10425282004209;2025-10-09 08:20:15;QUITADO;2025-10-09 08:20:15;SEM DEBITOS
QCY7J06;1162248057;93KP0R1C5KE161967        ;10425282004209;2025-10-09 08:21:35;QUITADO;2025-10-09 08:21:35;SEM DEBITOS
QCZ9H36;1162715380;9BM979028JB104191        ;10425282002095;2025-10-09 08:22:45;QUITADO;2025-10-09 08:22:45;SEM DEBITOS
QCC1F96;1195611142;9BSR6X400K3955691        ;10425282004462;2025-10-09 08:25:00;QUITADO;2025-09-06 07:13:50;SEM DEBITOS
QCC1G46;1195611738;9BSR6X400K3955683        ;10425282004462;2025-10-09 08:26:31;QUITADO;2025-10-09 08:26:31;SEM DEBITOS
QCD8H56;1196380926;97T0AN663KC006966        ;10425282004705;2025-10-09 08:29:05;QUITADO;2025-10-09 08:29:05;SEM DEBITOS
QCD9446;1196422432;97T0AN663KC006914        ;10425282004624;2025-10-09 08:30:11;QUITADO;2025-10-09 08:30:11;SEM DEBITOS
QCD9E96;1196425784;97T0AN663KC006915        ;10425282004624;2025-10-09 08:31:14;QUITADO;2025-10-09 08:31:14;SEM DEBITOS
QCD9F96;1196429879;97T0AN663KC006920        ;10425282004624;2025-10-09 08:32:21;QUITADO;2025-10-09 08:32:21;SEM DEBITOS
QCD9H06;1196434899;97T0AN663KC006924        ;10425282004624;2025-10-09 08:33:30;QUITADO;2025-09-06 07:21:38;SEM DEBITOS
QCD9H16;1196435852;97T0AN663KC006925        ;10425282004624;2025-10-09 08:34:45;QUITADO;2025-10-09 08:34:45;SEM DEBITOS
OBH8D26;495033596;9A9DR1762DLDJ5038        ;10425282000122;2025-10-09 08:35:50;QUITADO;2025-10-09 08:35:50;SEM DEBITOS
RAX3D96;1273597831;9BM958443MB228286        ;10425282003229;2025-10-09 08:38:02;QUITADO;2025-10-09 08:38:02;SEM DEBITOS
RRW3E16;1350604698;9C2KD0810PR090692        ;10425282004209;2025-10-09 08:38:56;QUITADO;2025-10-09 08:38:56;SEM DEBITOS
NPD2C06;216869471;9BVP0F0A7AE121648        ;10425282000122;2025-10-09 08:40:14;QUITADO;2025-10-09 08:40:14;SEM DEBITOS
SPM3H56;1385377540;9C2KD0810RR133851        ;10425282004209;2025-10-09 08:41:16;QUITADO;2025-10-09 08:41:16;SEM DEBITOS
OBI5A86;495240966;9A9DR1762DLDJ5076        ;10425282000122;2025-10-09 08:42:23;QUITADO;2025-10-09 08:42:23;SEM DEBITOS
QBH9B86;1012323487;93KP0S1D5EE147008        ;10425282004705;2025-10-09 08:43:38;QUITADO;2025-10-09 08:43:38;SEM DEBITOS
RRI7I26;1284716381;97TD0N412N2006347        ;10425282003229;2025-10-09 08:44:53;QUITADO;2025-10-09 08:44:53;SEM DEBITOS
EGS1H26;988311836;9BSP8X40083631881        ;10425282003652;2025-10-09 08:46:09;QUITADO;2025-10-09 08:46:09;SEM DEBITOS
SPS4A96;1407924106;9BD341ACSSY996943        ;10425282004209;2025-10-09 08:47:25;QUITADO;2025-10-09 08:47:25;SEM DEBITOS
EFO8D06;195115252;9A9SR1433AJAU8049        ;10425282004209;2025-10-09 08:48:31;QUITADO;2025-10-09 08:48:31;SEM DEBITOS
RRJ0F36;1284810191;97T0BN442N2008575        ;10425282004624;2025-10-09 08:49:37;QUITADO;2025-10-09 08:49:37;SEM DEBITOS
SPM3I36;1385379020;9C2KD0810RR133817        ;10425282004209;2025-10-09 08:50:40;QUITADO;2025-10-09 08:50:40;SEM DEBITOS
OBI2C06;495161608;9A9BD1742DCDJ5070        ;10425282000122;2025-09-06 07:39:04;QUITADO;2025-09-06 07:39:04;SEM DEBITOS
OBH8F76;495036811;9A9DR1762DLDJ5070        ;10425282000122;2025-10-09 08:51:51;QUITADO;2025-10-09 08:51:51;SEM DEBITOS
RRW6H36;1350707314;9C2KD0810PR094163        ;10425282004209;2025-10-09 08:53:55;QUITADO;2025-10-09 08:53:55;SEM DEBITOS
QBU6B76;1059659589;96ECAB153F1002729        ;10425282000122;2025-10-09 08:55:04;QUITADO;2025-10-09 08:55:04;SEM DEBITOS
KAU5836;924192925;9C2KD03207R800391        ;33511705991;2025-10-09 08:56:14;QUITADO;2025-10-09 08:56:14;SEM DEBITOS
QBF3E06;1012320305;93KP0S1D4EE148585        ;10425282003229;2025-10-09 08:57:24;QUITADO;2025-10-09 08:57:24;SEM DEBITOS
QCD9E86;1196424788;97T0AN663KC006918        ;10425282004624;2025-10-09 08:58:41;QUITADO;2025-10-09 08:58:41;SEM DEBITOS
OBJ6I26;495468002;9A9BT1742DCDJ5049        ;10425282000122;2025-10-09 08:59:54;QUITADO;2025-10-09 08:59:54;SEM DEBITOS
QCV2C26;1200746691;9BVRG40D3LE869867        ;10425282003571;2025-10-09 09:01:08;QUITADO;2025-10-09 09:01:08;SEM DEBITOS
QCV1I96;1200682626;9BVRG40DXLE869862        ;10425282003571;2025-10-09 09:02:09;QUITADO;2025-10-09 09:02:09;SEM DEBITOS
SPR7B46;1406999463;9BD281BKHSYG20640        ;10425282004209;2025-10-09 09:03:15;QUITADO;2025-10-09 09:03:15;SEM DEBITOS
OBA5G36;463039068;9BM693388CB826696        ;10425282005949;2025-10-09 09:04:15;QUITADO;2025-10-09 09:04:15;SEM DEBITOS
RRJ0A56;1284799244;97T0BN442N2008587        ;10425282003229;2025-10-09 09:05:24;QUITADO;2025-10-09 09:05:24;SEM DEBITOS
OBH8I06;495041360;9A9BT1742DCDJ5088        ;10425282000122;2025-10-09 09:06:37;QUITADO;2025-10-09 09:06:37;SEM DEBITOS
RAK0D56;1235601967;9A9DL1752MLDJ5734        ;10425282003229;2025-09-06 07:56:21;QUITADO;2025-09-06 07:56:21;SEM DEBITOS
OBH8E26;495034878;9A9BT1742DCDJ5051        ;10425282000122;2025-09-06 07:57:26;QUITADO;2025-09-06 07:57:26;SEM DEBITOS
OBI5C06;495242411;9A9BD1742DCDJ5079        ;10425282000122;2025-09-06 07:58:31;QUITADO;2025-09-06 07:58:31;SEM DEBITOS
OBI2C36;495164674;9A9DR1762DLDJ5056        ;10425282000122;2025-10-09 09:11:14;QUITADO;2025-10-09 09:11:14;SEM DEBITOS
RRW6G16;1350705206;9C2KD0810PR091449        ;10425282004209;2025-10-09 09:12:19;QUITADO;2025-10-09 09:12:19;SEM DEBITOS
QBU6B66;1059659732;96ECAB133F1002731        ;10425282000122;2025-10-09 09:14:38;QUITADO;2025-10-09 09:14:38;SEM DEBITOS
QCF3F26;1197451363;97T0AN663KC006991        ;10425282004624;2025-10-09 09:15:48;QUITADO;2025-10-09 09:15:48;SEM DEBITOS
QBF3E16;1012320712;93KP0S1D3EE148662        ;10425282003229;2025-10-09 09:16:52;QUITADO;2025-10-09 09:16:52;SEM DEBITOS
QBO3596;1057455757;96ECAB133F1002711        ;10425282000122;2025-10-09 09:17:53;QUITADO;2025-10-09 09:17:53;SEM DEBITOS
OBI4H56;495234087;9A9BT1742DCDJ5057        ;10425282000122;2025-10-09 09:19:02;QUITADO;2025-10-09 09:19:02;SEM DEBITOS
QCD9G96;1196434104;97T0AN663KC006923        ;10425282004624;2025-10-09 09:20:02;QUITADO;2025-09-06 08:08:45;SEM DEBITOS
FRR5E16;1171163280;9BM979277KB098429        ;10425282008107;2025-10-09 09:21:46;QUITADO;2025-10-09 09:21:46;SEM DEBITOS
RRS6E96;1324341740;9BD281B9JPYX97671        ;10425282003229;2025-10-09 09:23:03;QUITADO;2025-10-09 09:23:03;SEM DEBITOS
QCC1F66;1195609873;9BSR6X400K3955615        ;10425282004462;2025-10-09 09:24:14;QUITADO;2025-10-09 09:24:14;SEM DEBITOS
RAV6H06;1267362658;8AJDA3CD3M1820277        ;10425282003652;2025-10-09 09:25:27;QUITADO;2025-10-09 09:25:27;SEM DEBITOS
EDC9A66;954624319;9BFZCEKY98BB02968        ;10425282003652;2025-10-09 09:26:26;QUITADO;2025-10-09 09:26:26;SEM DEBITOS
QCV2I56;1200760414;9BVRG40D8LE872235        ;10425282003814;2025-10-09 09:27:35;QUITADO;2025-10-09 09:27:35;SEM DEBITOS
BWD0056;412817675;34530312655288           ;10425282004896;2025-10-09 09:28:40;QUITADO;2025-10-09 09:28:40;SEM DEBITOS
QCG5A06;1198233580;97T0AN663KC006932        ;10425282004705;2025-10-09 09:29:41;QUITADO;2025-10-09 09:29:41;SEM DEBITOS
SPH4C46;1383331259;9BD281BKHRYF10551        ;10425282003229;2025-10-09 09:30:47;QUITADO;2025-10-09 09:30:47;SEM DEBITOS
RAS7A96;1262225555;9BVRG40DXME897849        ;10425282003490;2025-10-09 09:31:48;QUITADO;2025-10-09 09:31:48;SEM DEBITOS
OBI2D56;495167932;9A9BD1742DCDJ5058        ;10425282000122;2025-10-09 09:32:57;QUITADO;2025-10-09 09:32:57;SEM DEBITOS
OBH9B16;495049352;9A9DR1762DLDJ5052        ;10425282000122;2025-10-09 09:33:55;QUITADO;2025-10-09 09:33:55;SEM DEBITOS
QBM4J16;1016442081;93KP0S1D7EE147010        ;10425282004624;2025-10-09 09:35:05;QUITADO;2025-10-09 09:35:05;SEM DEBITOS
RRI8A66;1284723698;97T0BN442N2008585        ;10425282004624;2025-10-09 09:36:11;QUITADO;2025-10-09 09:36:11;SEM DEBITOS
RRM6D06;1298978677;9A9RSM3TBNLDV2099        ;10425282003814;2025-10-09 09:37:16;QUITADO;2025-10-09 09:37:16;SEM DEBITOS
OBJ6I06;495467499;9A9BD1742DCDJ5048        ;10425282000122;2025-10-09 09:38:36;QUITADO;2025-10-09 09:38:36;SEM DEBITOS
DXH2346;932672264;9BM6933967B542706        ;10425282003652;2025-10-09 09:39:33;QUITADO;2025-10-09 09:39:33;SEM DEBITOS
RRJ0H96;1284815550;97TRBD442N2001682        ;10425282003652;2025-10-09 09:40:58;QUITADO;2025-10-09 09:40:58;SEM DEBITOS
RRW2E56;1350580349;9C2KD0810PR091443        ;10425282004209;2025-10-09 09:41:59;QUITADO;2025-10-09 09:41:59;SEM DEBITOS
OBH9C96;495052094;9A9DR1762DLDJ5053        ;10425282000122;2025-10-09 09:43:06;QUITADO;2025-10-09 09:43:06;SEM DEBITOS
IHD1176;692648577;9AA021030WC022482        ;46694447949;2025-10-09 09:45:22;QUITADO;2025-10-09 09:45:22;SEM DEBITOS
RRJ0G76;1284813360;97T0BN442N2008577        ;10425282004624;2025-10-09 09:46:29;QUITADO;2025-10-09 09:46:29;SEM DEBITOS
QBK2786;1014092547;9A9R23DPXE1AH8197        ;33511705991;2025-10-09 09:48:41;QUITADO;2025-10-09 09:48:41;SEM DEBITOS
EYD7446;330104616;9BSP6X400B3681395        ;10425282003652;2025-10-09 09:49:52;QUITADO;2025-10-09 09:49:52;SEM DEBITOS
QBK2H56;1014091648;9A9R23DPXE1AH8201        ;35345560110;2025-10-09 09:50:57;QUITADO;2025-10-09 09:50:57;SEM DEBITOS
OBH8A36;495030325;9A9BT1742DCDJ5054        ;10425282000122;2025-10-09 09:52:05;QUITADO;2025-10-09 09:52:05;SEM DEBITOS
QBT9226;1059403495;93ZM1UPH0F8828602        ;10425282000122;2025-10-09 09:53:06;QUITADO;2025-10-09 09:53:06;SEM DEBITOS
KXE7H06;1093506617;9BM384078GB034918        ;10425282004209;2025-10-09 09:54:18;QUITADO;2025-10-09 09:54:18;SEM DEBITOS
OBH8G56;495038326;9A9BT1742DCDJ5086        ;10425282000122;2025-10-09 09:55:25;QUITADO;2025-10-09 09:55:25;SEM DEBITOS
OBI2D96;495168980;9A9BT1742DCDJ5058        ;10425282000122;2025-10-09 09:56:27;QUITADO;2025-10-09 09:56:27;SEM DEBITOS
RRJ0B16;1284800277;97TRBD442N2001678        ;10425282003229;2025-10-09 09:57:35;QUITADO;2025-10-09 09:57:35;SEM DEBITOS
OBH8D56;495033936;9A9BT1742DCDJ5052        ;10425282000122;2025-10-09 10:00:42;QUITADO;2025-10-09 10:00:42;SEM DEBITOS
QCV2J56;1200760953;9BVRG40D4LE872664        ;10425282003490;2025-10-09 10:02:55;QUITADO;2025-10-09 10:02:55;SEM DEBITOS
RRM6B36;1298975538;97TD0N412N2007291        ;10425282004624;2025-10-09 10:04:07;QUITADO;2025-10-09 10:04:07;SEM DEBITOS
QBU9H56;1059039831;93ZE2RMH0F8929334        ;10425282000122;2025-10-09 10:05:15;QUITADO;2025-10-09 10:05:15;SEM DEBITOS
HQG5996;131500902;9BM384091JB813583        ;10425282004896;2025-10-09 10:06:32;QUITADO;2025-10-09 10:06:32;SEM DEBITOS
RRI7H76;1284715105;97T0BN442N2008589        ;10425282003229;2025-10-09 10:07:39;QUITADO;2025-10-09 10:07:39;SEM DEBITOS
QCC1H26;1195615261;9BSR6X400K3955699        ;10425282004462;2025-10-09 10:08:49;QUITADO;2025-10-09 10:08:49;SEM DEBITOS
OBI5B46;495241776;9A9DR1762DLDJ5046        ;10425282000122;2025-10-09 10:11:01;QUITADO;2025-10-09 10:11:01;SEM DEBITOS
RRW3F36;1350607271;9C2KD0810PR088776        ;10425282004209;2025-10-09 10:12:15;QUITADO;2025-10-09 10:12:15;SEM DEBITOS
QBK3506;1014133685;9A9R23DPXE1AH8203        ;46694447949;2025-10-09 10:13:34;QUITADO;2025-10-09 10:13:34;SEM DEBITOS
SPN6D96;1386477564;9C2KD0810RR138271        ;10425282004209;2025-10-09 10:14:30;QUITADO;2025-10-09 10:14:30;SEM DEBITOS
QBH9C26;1012322952;93KP0S1D2EE147007        ;10425282004705;2025-10-09 10:15:37;QUITADO;2025-10-09 10:15:37;SEM DEBITOS
OBA9D36;588155837;9BSR6X400E3845219        ;10425282000122;2025-10-09 10:16:43;QUITADO;2025-10-09 10:16:43;SEM DEBITOS
SPS4A86;1407922952;9BD341ACSSY996962        ;10425282004209;2025-10-09 10:17:38;QUITADO;2025-10-09 10:17:38;SEM DEBITOS
RRY7G56;1353964938;8AJKA3CD3R3115031        ;10425282004209;2025-10-09 10:19:52;QUITADO;2025-10-09 10:19:52;SEM DEBITOS
AGH8776;657052841;9BM384087TB095241        ;10425282004896;2025-10-09 10:21:01;QUITADO;2025-10-09 10:21:01;SEM DEBITOS
RRW3A86;1350598450;9C2KD0810PR088773        ;10425282004209;2025-10-09 10:23:07;QUITADO;2025-10-09 10:23:07;SEM DEBITOS
RRI7I06;1284715598;97TRBD442N2001680        ;10425282003229;2025-10-09 10:24:26;QUITADO;2025-10-09 10:24:26;SEM DEBITOS
QCH5B96;1198889443;9BVRG40D0LE870718        ;10425282003490;2025-10-09 10:27:04;QUITADO;2025-10-09 10:27:04;SEM DEBITOS
OBH8E56;495035114;9A9BD1742DCDJ5083        ;10425282000122;2025-10-09 10:29:08;QUITADO;2025-10-09 10:29:08;SEM DEBITOS
QBT9B66;1059401751;93ZE2RMH0F8929317        ;10425282000122;2025-10-09 10:30:31;QUITADO;2025-10-09 10:30:31;SEM DEBITOS
OBH7J96;495024996;9A9BT1742DCDJ5083        ;10425282000122;2025-10-09 10:31:27;QUITADO;2025-10-09 10:31:27;SEM DEBITOS
SPS4B86;1407928004;9BD341ACSSY997116        ;10425282004209;2025-10-09 10:32:31;QUITADO;2025-10-09 10:32:31;SEM DEBITOS
RRJ0B96;1284801770;97T0BN442N2008588        ;10425282003229;2025-10-09 10:33:46;QUITADO;2025-10-09 10:33:46;SEM DEBITOS
OBI2B16;495158658;9A9BD1742DCDJ5068        ;10425282000122;2025-10-09 10:36:15;QUITADO;2025-10-09 10:36:15;SEM DEBITOS
RRW6G66;1350706075;9C2KD0810PR092374        ;10425282004209;2025-10-09 10:37:17;QUITADO;2025-10-09 10:37:17;SEM DEBITOS
QBT9B46;1059400569;93ZE2RMH0F8929266        ;10425282000122;2025-10-09 10:38:31;QUITADO;2025-10-09 10:38:31;SEM DEBITOS
OBJ6I36;495468932;9A9BT1742DCDJ5050        ;10425282000122;2025-10-09 10:40:41;QUITADO;2025-10-09 10:40:41;SEM DEBITOS
RRJ1A46;1284843197;97TRBD442N2001685        ;10425282003652;2025-10-09 10:41:47;QUITADO;2025-10-09 10:41:47;SEM DEBITOS
RAS7B96;1262229151;9BVRG40D6ME897925        ;10425282003490;2025-10-09 10:43:03;QUITADO;2025-10-09 10:43:03;SEM DEBITOS
DQB0736;924263725;9BSP6X4B073606662        ;10425282003652;2025-10-09 10:44:27;QUITADO;2025-10-09 10:44:27;SEM DEBITOS
JYG4456;127397523;72562                    ;10425282000122;2025-10-09 10:46:05;QUITADO;2025-10-09 10:46:05;SEM DEBITOS
EFO8D66;200496930;9A9SR1433AJAU8058        ;10425282004209;2025-10-09 10:47:32;QUITADO;2025-10-09 10:47:32;SEM DEBITOS
OBI4J76;495237752;9A9BD1742DCDJ5080        ;10425282000122;2025-10-09 10:48:39;QUITADO;2025-10-09 10:48:39;SEM DEBITOS
SUQ6J36;1366062920;9C2KD0810RR020394        ;10425282004209;2025-10-09 10:49:38;QUITADO;2025-10-09 10:49:38;SEM DEBITOS
RRS6C46;1324337190;9BD281B9JPYY05161        ;10425282003652;2025-10-09 10:50:52;QUITADO;2025-10-09 10:50:52;SEM DEBITOS
QCG4H06;1198222236;97T0AN663KC007075        ;10425282004705;2025-10-09 10:53:11;QUITADO;2025-10-09 10:53:11;SEM DEBITOS
QCG4H26;1198223739;97T0AN663KC007076        ;10425282004705;2025-10-09 10:54:12;QUITADO;2025-10-09 10:54:12;SEM DEBITOS
QBO3606;1057456729;96ECAB153F1002709        ;10425282000122;2025-10-09 10:55:13;QUITADO;2025-10-09 10:55:13;SEM DEBITOS
RRJ0I76;1284817838;97TRBD442N2001684        ;10425282003652;2025-10-09 10:56:10;QUITADO;2025-10-09 10:56:10;SEM DEBITOS
RRM6A56;1298974213;97T0BN422N2009635        ;10425282004624;2025-10-09 10:57:16;QUITADO;2025-10-09 10:57:16;SEM DEBITOS
DUM2056;922535612;9BSP6X4B073606282        ;10425282003652;2025-10-09 10:58:16;QUITADO;2025-10-09 10:58:16;SEM DEBITOS
DZX5J06;939178087;9BSP6X4B073613618        ;10425282003652;2025-10-09 11:00:27;QUITADO;2025-10-09 11:00:27;SEM DEBITOS
NIZ1216;968669271;9BFXCE2U78BB13620        ;10425282004896;2025-10-09 11:01:24;QUITADO;2025-10-09 11:01:24;SEM DEBITOS
OBI5A76;495240834;9A9BT1742DCDJ5092        ;10425282000122;2025-10-09 11:02:31;QUITADO;2025-10-09 11:02:31;SEM DEBITOS
OBI5A96;495241202;9A9DR1762DLDJ5075        ;10425282000122;2025-10-09 11:03:32;QUITADO;2025-10-09 11:03:32;SEM DEBITOS
OBI5B06;495241350;9A9BD1742DCDJ5089        ;10425282000122;2025-10-09 11:04:44;QUITADO;2025-10-09 11:04:44;SEM DEBITOS
OBI5B16;495241482;9A9BT1742DCDJ5089        ;10425282000122;2025-10-09 11:05:46;QUITADO;2025-10-09 11:05:46;SEM DEBITOS
OBI5B26;495241610;9A9DR1762DLDJ5067        ;10425282000122;2025-10-09 11:06:54;QUITADO;2025-10-09 11:06:54;SEM DEBITOS
OBI5B86;495242187;9A9BD1742DCDJ5078        ;10425282000122;2025-10-09 11:08:25;QUITADO;2025-10-09 11:08:25;SEM DEBITOS
