PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;VALOR_LICENCIAMENTO;ARQUIVO_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS;MULTAS;PRECO_MULTAS;ARQUIVO_MULTAS
NUE6E81;453289991;955B0902CCS349308        ;10425282003490;2025-10-09 08:26:27;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 453289991.pdf;2025-10-09 08:26:27;SEM DEBITOS;0;;
QCD8101;1178547660;9C2KD0810KR013898        ;10425282004209;2025-10-09 10:40:27;A PAGAR;480.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1178547660.pdf;2025-10-09 10:40:27;SEM DEBITOS;0;;
OBG4I31;506111067;9EP071230D1001294        ;10425282000122;2025-10-09 10:42:39;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 506111067.pdf;2025-10-09 10:42:39;SEM DEBITOS;0;267.12;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 506111067.pdf
OBH0A81;506216683;9A9S3GRS9D1AH8033        ;10425282000122;2025-10-09 10:56:25;A PAGAR;189.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 506216683.pdf;2025-10-09 10:56:25;SEM DEBITOS;0;;
NPL4I61;310848296;93KK0E0D1AE123300        ;10425282000122;2025-10-09 11:19:15;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 310848296.pdf;2025-10-09 11:19:15;SEM DEBITOS;0;;
QBD1721;1078371994;9C2KD1000GR011810        ;10425282004209;2025-10-09 11:28:04;A PAGAR;480.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1078371994.pdf;2025-10-09 11:28:04;SEM DEBITOS;0;;
EJY3121;152953914;9BWXN82439R930004        ;10425282004209;2025-10-09 11:54:55;A PAGAR;895.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 152953914.pdf;2025-10-09 11:54:55;SEM DEBITOS;0;895.77;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 152953914.pdf
QCP4341;1140810623;9A9R4CBS4J1AH8046        ;10425282005353;2025-10-09 13:03:09;A PAGAR;132.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1140810623.pdf;2025-10-09 13:03:09;SEM DEBITOS;0;132.89;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1140810623.pdf
OBG4I11;506110729;9EP071230D1001293        ;10425282000122;2025-10-09 14:15:57;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 506110729.pdf;2025-10-09 14:15:57;SEM DEBITOS;0;;
OBG5I61;506010201;9EP071230D1001460        ;10425282000122;2025-09-10 13:51:09;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 506010201.pdf;2025-09-10 13:50:54;SEM DEBITOS;0;;
NUE6H91;453307744;955B0902CCS349309        ;10425282003490;2025-10-09 16:52:00;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 453307744.pdf;2025-10-09 16:52:00;SEM DEBITOS;0;344.73;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 453307744.pdf
NTY1F01;690949669;9A9R23DPXE1AH8232        ;10425282000122;2025-10-09 17:16:25;A PAGAR;1.24;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 690949669.pdf;2025-10-09 17:16:25;SEM DEBITOS;0;;
NTY1651;691015570;9A9S3CTSAE1AH8020        ;10425282000122;2025-10-09 17:17:41;QUITADO;140.0;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 691015570.pdf;2025-09-04 17:06:34;A PAGAR;1;156.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 691015570.pdf
OBG5C01;506005402;9EP071230D1001501        ;10425282000122;2025-10-09 17:49:00;QUITADO;140.0;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 506005402.pdf;2025-09-04 17:36:30;A PAGAR;1;156.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 506005402.pdf
OBH0C91;506220222;9A9S3GRSJD1AH8008        ;10425282000122;2025-10-09 18:06:22;A PAGAR;;;2025-10-09 18:06:22;SEM DEBITOS;0;;
OBG2H91;506039439;9EP071230D1001555        ;10425282000122;2025-10-09 18:09:44;A PAGAR;140.0;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 506039439.pdf;2025-10-09 18:09:44;SEM DEBITOS;0;;
QCG4J21;1180114792;9ADG0933KKM436251        ;10425282003490;2025-10-09 19:07:25;QUITADO;140.0;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1180114792.pdf;2025-09-04 18:54:56;A PAGAR;1;156.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1180114792.pdf
NUF1F71;453528813;955B0902CCS349303        ;10425282003490;2025-10-09 19:13:02;A PAGAR;140.0;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 453528813.pdf;2025-10-09 19:13:02;SEM DEBITOS;0;;
