PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;VALOR_LICENCIAMENTO;ARQUIVO_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS;MULTAS;PRECO_MULTAS;ARQUIVO_MULTAS
RRZ4C57;1352664795;WV1DA42H8PA016529        ;10425282003490;2026-01-07 07:01:40;A PAGAR;1.81;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1352664795.pdf;2026-01-07 07:01:15;SEM DEBITOS;0;104.13;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1352664795.pdf
NPQ7I97;224734857;9A9S23DPSA1AH8046        ;10425282000122;2026-01-07 07:03:52;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 224734857.pdf;2026-01-07 07:03:55;SEM DEBITOS;0;;
NTX9H47;225584441;94BA1152AAV027869        ;10425282004896;2026-01-07 07:05:32;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 225584441.pdf;2026-01-07 07:05:34;SEM DEBITOS;0;;
RRS8I37;1325859173;9BD281B9JPYX94531        ;10425282003571;2026-01-07 07:07:12;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1325859173.pdf;2026-01-07 07:07:14;SEM DEBITOS;0;;
QCY4H47;1166398398;9BM979028JB111733        ;10425282003229;2026-01-07 07:08:56;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1166398398.pdf;2026-01-07 07:08:58;SEM DEBITOS;0;;
IMQ9137;863853331;9BM3840785B443424        ;10425282003490;2026-01-07 07:10:27;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 863853331.pdf;2026-01-07 07:10:29;SEM DEBITOS;0;;
SPS8J87;1418096625;93KK0Y1A8RE201096        ;10425282003652;2026-01-07 07:12:03;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1418096625.pdf;2026-01-07 07:12:05;SEM DEBITOS;0;;
QCE3E67;1202359644;97T0AN663LC007230        ;10425282004624;2026-01-07 07:15:19;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1202359644.pdf;2026-01-07 07:15:22;SEM DEBITOS;0;;
QCB7497;1128917090;9A9S3CTLBH1AH8030        ;10425282004209;2026-01-07 07:17:05;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 1128917090.pdf;2026-01-07 07:17:07;SEM DEBITOS;0;;
OBJ6I97;495476153;9A9DR1762DLDJ5047        ;10425282000122;2026-01-07 07:20:11;A PAGAR;197.0;S:\Automacao\bot\VEICULOS\LICENCIAMENTO\Lic Licenciamento 2026 - RENAVAM 495476153.pdf;2026-01-07 07:20:13;SEM DEBITOS;0;;
