PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS
KAS9691;192274236;94BB0843AAR012074        ;10425282004896;2025-10-09 08:13:27;QUITADO;2025-10-09 08:13:27;SEM DEBITOS
OAR1521;992175895;9A9A1502DDSEN3102        ;10425282003490;2025-10-09 08:14:36;QUITADO;2025-10-09 08:14:36;SEM DEBITOS
RAV2H81;1288396519;97TRBD442N2001808        ;10425282006597;2025-10-09 08:16:10;QUITADO;2025-10-09 08:16:10;SEM DEBITOS
NUD3A11;451903196;955B0902CCS349117        ;10425282003490;2025-10-09 08:18:30;QUITADO;2025-10-09 08:18:30;SEM DEBITOS
QCG5F61;1180136931;9BVRG40D1KE863280        ;10425282003229;2025-10-09 08:19:31;QUITADO;2025-10-09 08:19:31;SEM DEBITOS
OBG9E21;506209601;9EP071230D1001870        ;10425282000122;2025-10-09 08:20:32;QUITADO;2025-10-09 08:20:32;SEM DEBITOS
QBJ6G01;1039180563;9533G8242ER439433        ;10425282003652;2025-10-09 08:21:47;QUITADO;2025-10-09 08:21:47;SEM DEBITOS
OBG2I71;506040917;9EP071230D1001557        ;10425282000122;2025-10-09 08:22:55;QUITADO;2025-10-09 08:22:55;SEM DEBITOS
RAV2H41;1288395008;97TD0N412N2006517        ;10425282006597;2025-10-09 08:24:01;QUITADO;2025-10-09 08:24:01;SEM DEBITOS
OBG9D71;506209490;9EP071230D1001305        ;10425282000122;2025-10-09 08:25:27;QUITADO;2025-10-09 08:25:27;SEM DEBITOS
JYB6331;616276869;9A9V11930P1AV8699        ;10425282004896;2025-10-09 08:29:24;QUITADO;2025-10-09 08:29:24;SEM DEBITOS
OBG5J61;506138488;9EP071230D1001520        ;10425282000122;2025-10-09 08:30:35;QUITADO;2025-10-09 08:30:35;SEM DEBITOS
OBB5I01;504311727;9A9BD1742DCDJ5377        ;10425282000122;2025-10-09 08:31:35;QUITADO;2025-10-09 08:31:35;SEM DEBITOS
QBT4121;1109421190;9533172S0ER427114        ;10425282004209;2025-10-09 08:32:45;QUITADO;2025-09-04 08:35:13;SEM DEBITOS
BWS8551;243859317;34540712003406           ;10425282004896;2025-10-09 08:34:09;QUITADO;2025-10-09 08:34:09;SEM DEBITOS
LSW7E91;1113132679;9BM384078HB048132        ;10425282005868;2025-10-09 08:35:17;QUITADO;2025-10-09 08:35:17;SEM DEBITOS
