PLACA;RENAVAM;CHASSIS;NUM_DOCUMENTO;DT_ULT_CONSULTA_DETRAN;STATUS_LICENCIAMENTO;VALOR_LICENCIAMENTO;ARQUIVO_LICENCIAMENTO;DT_ULT_CONSULTA_MULTAS;STATUS_MULTAS;MULTAS;PRECO_MULTAS;ARQUIVO_MULTAS
RAV2H81;1288396519;97TRBD442N2001808        ;10425282006597;2025-08-10 07:03:38;A PAGAR;199.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1288396519.pdf;2025-08-10 07:03:58;A PAGAR;1;199.32;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1288396519.pdf
QCP4341;1140810623;9A9R4CBS4J1AH8046        ;10425282005353;2025-08-10 07:05:07;A PAGAR;132.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1140810623.pdf;2025-08-10 07:05:27;A PAGAR;1;132.89;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1140810623.pdf
NUE6E81;453289991;955B0902CCS349308        ;10425282003490;2025-08-10 07:13:38;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 453289991.pdf;2025-08-10 07:13:40;SEM DEBITOS;0;;
QCG5F71;1180137113;9BVRG40D0KE863394        ;10425282003490;2025-08-10 08:29:06;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1180137113.pdf;2025-08-10 08:29:08;SEM DEBITOS;0;;
SPN7I21;1413120579;9BVRT60D6RE609930        ;10425282003733;2025-08-10 08:41:09;QUITADO;140.0;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1413120579.pdf;2025-08-10 08:41:28;A PAGAR;1;156.18;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1413120579.pdf
NUE6H91;453307744;955B0902CCS349309        ;10425282003490;2025-08-10 09:07:57;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 453307744.pdf;2025-08-10 09:08:20;A PAGAR;4;344.73;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 453307744.pdf
QCD8101;1178547660;9C2KD0810KR013898        ;10425282004209;2025-08-10 09:36:12;A PAGAR;480.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 1178547660.pdf;2025-08-10 09:36:14;SEM DEBITOS;0;;
OBG4I31;506111067;9EP071230D1001294        ;10425282000122;2025-08-10 13:01:03;A PAGAR;32.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 506111067.pdf;2025-08-10 13:01:32;A PAGAR;2;267.12;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 506111067.pdf
SPM3C51;1397538705;9BVRT60D7RE604750        ;10425282003490;2025-08-10 09:24:38;QUITADO;140.0;C:\BOT\LICENCIAMENTO\Lic Licenciamento 2025 - RENAVAM 1397538705.pdf;2025-08-10 09:24:58;A PAGAR;1;104.13;S:\Automacao\bot\MULTAS\MULTAS - 2025 - RENAVAM 1397538705.pdf
OBH0A81;506216683;9A9S3GRS9D1AH8033        ;10425282000122;2025-08-10 09:34:57;A PAGAR;189.0;S:\Automacao\bot\LICENCIAMENTO\TESTE Lic Licenciamento 2025 - RENAVAM 506216683.pdf;2025-08-10 09:34:59;SEM DEBITOS;0;;
